water_type_final,county,n_tables,n_measurements
Stream Discharge,"Inferred from Data Context (e.g., likely Central Valley based on historical discharge data)",1,22.0
Stream Discharge,Inferred from East Highlands location in California,3,47.0
Stream Discharge,Inferred from Great Basin regions within California,1,31.0
Stream Discharge,Inferred from Location,1,38.0
Stream Discharge,Inferred from Location: Tulare County,2,41.0
Stream Discharge,Inferred from Parker Dam location,1,27.0
Stream Discharge,Inferred from Rural data,1,20.0
Stream Discharge,Inferred from State of California location context,1,7.0
Stream Discharge,"Inferred from State of California, specific county not provided",1,66.0
Stream Discharge,"Inferred from T. 1 N., R. 4 W.",2,43.0
Stream Discharge,Inferred from TECOLOTE TUNNEL AREA,1,29.0
Stream Discharge,Inferred from UTM Coordinates,1,14.0
Stream Discharge,"Inferred from context (e.g., California counties)",1,22.0
Stream Discharge,"Inferred from context in California, specific county not provided",2,22.0
Stream Discharge,"Inferred from context or external data sources, as county is not specified in the document.",2,65.0
Stream Discharge,Inferred from context: Likely a Californian county near the source of the water data,2,76.0
Stream Discharge,"Inferred from context: Mendocino County, CA",1,42.0
Stream Discharge,"Inferred from context: San Joaquin County, CA",2,54.0
Stream Discharge,Inferred from data context,1,11.0
Stream Discharge,"Inferred from document context, possibly San Joaquin County",2,39.0
Stream Discharge,"Inferred from document location: Utah (Note: The source is in California, so the actual county may differ)",2,74.0
Stream Discharge,Inferred from location,1,11.0
Stream Discharge,"Inferred from location 'NEAR OLINDA, CA'",2,46.0
Stream Discharge,Inferred from location as El Dorado County,1,36.0
Stream Discharge,Inferred from location data,2,43.0
Stream Discharge,Inferred from location data (likely Kern County),2,43.0
Stream Discharge,Inferred from location in Kings County,1,36.0
Stream Discharge,Inferred from location name (likely Siskiyou County),2,65.0
Stream Discharge,"Inferred from location near Fullers Meadow, likely Inyo County",2,29.0
Stream Discharge,"Inferred from location near Highway 150, likely San Luis Obispo County",1,23.0
Stream Discharge,"Inferred from location near Keenbrook, Calif.",2,41.0
Stream Discharge,Inferred from location: Kern County,1,33.0
Stream Discharge,Inferred from location: Placer County,1,68.0
Stream Discharge,Inferred from location: Tulare County,3,81.0
Stream Discharge,Inferred from location: near Highway 101 in Southern California,1,29.0
Stream Discharge,Inferred from other data sources,1,9.0
Stream Discharge,Inferred from township and range,2,44.0
Stream Discharge,Inferred: Fresno County,5,101.0
Stream Discharge,Inferred: Fresno County (based on location description),1,29.0
Stream Discharge,"Inferred: San Juan County, Utah",1,72.0
Stream Discharge,Inferred: Shasta County,1,13.0
Stream Discharge,Inferred: Yuba County,2,50.0
Stream Discharge,Inferred_Fresno,1,61.0
Stream Discharge,Inferred_Fresno County,5,22.0
Stream Discharge,Inferred_Mono County,1,15.0
Stream Discharge,Inferred_San Joaquin County,1,63.0
Stream Discharge,Inyo,23,657.0
Stream Discharge,Inyo County,1006,26204.0
Stream Discharge,"Inyo County, CA",2,86.0
Stream Discharge,"Inyo County, California",12,441.0
Stream Discharge,Iron County,1,51.0
Stream Discharge,"Iron County, Utah",17,255.0
Stream Discharge,Isabella County,1,7.0
Stream Discharge,Jackson,12,141.0
Stream Discharge,Jackson County,34,524.0
Stream Discharge,"Jackson County, Colorado",1,19.0
Stream Discharge,"Jackson County, OR",2,44.0
Stream Discharge,"Jackson County, Oreg.",2,25.0
Stream Discharge,"Jackson County, Oregon",115,2139.0
Stream Discharge,"Jackson County, Oregon (Inferred California location based on instruction)",2,44.0
Stream Discharge,"Jackson County, Oregon (nearby state reference only, no county in California)",2,45.0
Stream Discharge,"Jackson County, Oregon (proximity reference)",2,37.0
Stream Discharge,"Jefferson County, Colorado",2,14.0
Stream Discharge,"Jefferson County, Oreg.",1,15.0
Stream Discharge,"Jefferson County, Oregon",4,93.0
Stream Discharge,"Jefferson County, Washington",1,6.0
Stream Discharge,Joaquin County,1,22.0
Stream Discharge,Josephine County,5,42.0
Stream Discharge,"Josephine County, Oregon",10,209.0
Stream Discharge,Juab,3,71.0
Stream Discharge,Juab County,4,45.0
Stream Discharge,"Juab County, Utah",7,146.0
Stream Discharge,KERN,2,44.0
Stream Discharge,"KERN RIVER AT KERNVILLE, CALIF.",1,26.0
Stream Discharge,Kane County,1,18.0
Stream Discharge,"Kane County, Utah",1,54.0
Stream Discharge,"Kenai Peninsula Borough, Alaska",1,14.0
Stream Discharge,Kentucky,1,10.0
Stream Discharge,Kern,21,558.0
Stream Discharge,Kern County,822,21825.0
Stream Discharge,Kern County and Tulare County,2,46.0
Stream Discharge,"Kern County, CA",1,67.0
Stream Discharge,"Kern County, California",15,367.0
Stream Discharge,King,1,9.0
Stream Discharge,King County,1,8.0
Stream Discharge,"King County, Washington",1,10.0
Stream Discharge,Kings,12,261.0
Stream Discharge,Kings County,125,3234.0
Stream Discharge,Kings County and Tulare County,1,19.0
Stream Discharge,"Kings County and Tulare County, California",1,6.0
Stream Discharge,"Kings County, CA",2,27.0
Stream Discharge,"Kings County, California",13,275.0
Stream Discharge,"Kings County, Tulare County",1,12.0
Stream Discharge,"Kings County, Tulare County, Fresno County",1,47.0
Stream Discharge,Klamath,110,2673.0
Stream Discharge,Klamath County,485,9022.0
Stream Discharge,Klamath County (Cal.),1,15.0
Stream Discharge,"Klamath County, California",23,533.0
Stream Discharge,"Klamath County, California (implied from Rogue River)",1,17.0
Stream Discharge,"Klamath County, OR",11,337.0
Stream Discharge,"Klamath County, Oreg.",4,59.0
Stream Discharge,"Klamath County, Oregon",489,10002.0
Stream Discharge,"Klamath County, Oregon (Note: document mentions Oreg. which is likely a typo for Oregon)",2,12.0
Stream Discharge,"Klamath County, Oregon (inferred due to proximity and context)",2,47.0
Stream Discharge,"Klamath County, Oregon (near Lake County, California)",2,26.0
Stream Discharge,"Klamath County, Oregon and Del Norte County, California",2,25.0
Stream Discharge,"Klamath Mountains, Northern California Coast Ranges, Entire region of Northern California Coast Ranges and Klamath Mountains",1,6.0
Stream Discharge,"Klamath, Oregon",3,30.0
Stream Discharge,"Klamath, Oregon (adjacent to California)",3,48.0
Stream Discharge,Knox County,2,50.0
Stream Discharge,"Kodiak Island Borough, Alaska",1,9.0
Stream Discharge,L.A. County (Los Angeles),1,67.0
Stream Discharge,LOS ANGELES,9,234.0
Stream Discharge,LOS ANGELES COUNTY,23,671.0
Stream Discharge,LOS ANGELES-VENTURA COUNTY LINE,21,532.0
Stream Discharge,"LOS ANGELES-VENTURA COUNTY LINE, CA",4,131.0
Stream Discharge,La Paz County,24,774.0
Stream Discharge,"La Paz County (near Dome, Arizona)",1,71.0
Stream Discharge,"La Paz County, AZ",1,68.0
Stream Discharge,"La Paz County, Arizona",53,1867.0
Stream Discharge,"La Paz County, Arizona (Topock)",2,62.0
Stream Discharge,"La Paz County, Arizona (near California border)",1,34.0
Stream Discharge,"La Paz County, Arizona (near Parker)",1,16.0
Stream Discharge,"La Paz County, Arizona (near Parker, Ariz.)",1,14.0
Stream Discharge,"La Paz County, Arizona and San Bernardino County, California",1,14.0
Stream Discharge,"La Paz County, Arizona/Nevada border area",1,36.0
Stream Discharge,"La Paz County, California",2,8.0
Stream Discharge,"La Paz, AZ (near the border with California)",1,29.0
Stream Discharge,"La Paz, Arizona (closest to Topock)",2,57.0
Stream Discharge,La Plata County,7,194.0
Stream Discharge,"La Plata County, Colorado",12,191.0
Stream Discharge,"La Plata County, New Mexico",1,54.0
Stream Discharge,Lake,50,1211.0
Stream Discharge,"Lake (at Lower Lake, Cal.)",1,67.0
Stream Discharge,Lake County,908,23487.0
Stream Discharge,Lake County (inferred from location description),4,21.0
Stream Discharge,"Lake County, CA",4,84.0
Stream Discharge,"Lake County, Calif.",1,46.0
Stream Discharge,"Lake County, California",101,2465.0
Stream Discharge,"Lake County, California (based on proximity and common confusion)",1,14.0
Stream Discharge,"Lake County, California (historically) / Malheur County, Oregon (present)",3,65.0
Stream Discharge,"Lake County, California (inference based on document context related to Silver Lake Basin)",6,20.0
Stream Discharge,"Lake County, California (inferred based on location description)",2,48.0
Stream Discharge,"Lake County, California (inferred based on location mention)",2,16.0
Stream Discharge,"Lake County, California (inferred based on proximity and typical stream patterns)",2,52.0
Stream Discharge,"Lake County, California (inferred based on proximity to Lakeview, Oregon and the context of water usage)",1,45.0
Stream Discharge,"Lake County, California (inferred from location near Fish Lake, Oreg.)",3,26.0
Stream Discharge,"Lake County, California (inferred from nearest county in California context)",1,8.0
Stream Discharge,"Lake County, Mendocino",1,67.0
Stream Discharge,"Lake County, Mendocino National Forest",3,112.0
Stream Discharge,"Lake County, Montana",1,57.0
Stream Discharge,"Lake County, Napa County, Yolo County, Solano County",1,15.0
Stream Discharge,"Lake County, Oreg.",6,57.0
Stream Discharge,"Lake County, Oregon",141,2490.0
Stream Discharge,"Lake County, Oregon (not California but inferred based on the location)",2,41.0
Stream Discharge,"Lake of County, Kelseyville",1,38.0
Stream Discharge,"Lakeview, Oreg.",4,59.0
Stream Discharge,"Lakeview, Oregon",2,45.0
Stream Discharge,Lancaster,1,38.0
Stream Discharge,Lander County,9,157.0
Stream Discharge,"Lander County, Nevada",13,164.0
Stream Discharge,"Lander, NV & Alpine, CA",1,4.0
Stream Discharge,Lane County,17,348.0
Stream Discharge,"Lane County, Oregon",11,277.0
Stream Discharge,"Laramie County, Wyoming",2,45.0
Stream Discharge,"Larimer, Colorado",1,70.0
Stream Discharge,Lassen,16,442.0
Stream Discharge,Lassen County,448,11287.0
Stream Discharge,"Lassen County, California",7,101.0
Stream Discharge,"Lea County, New Mexico",1,9.0
Stream Discharge,"Lemhi County, Idaho",3,71.0
Stream Discharge,Likely a coastal county in California,1,14.0
Stream Discharge,"Likely based on water discharge locations in California during 1967-1968, possibly within major river basins such as Sacramento or San Joaquin.",2,68.0
Stream Discharge,"Likely in California due to document context, further analysis needed for exact county",1,35.0
Stream Discharge,"Likely in California given the context, but exact county is not specified in the document.",1,37.0
Stream Discharge,"Likely in a coastal county of California, near estuarine regions",1,15.0
Stream Discharge,"Likely in a county with significant water resources or discharge measurement facilities in California, possibly Fresno or Kings County due to the presence of major rivers and agricultural activities.",1,29.0
Stream Discharge,Likely in a region susceptible to seasonal water flow changes and wildfires.,1,35.0
Stream Discharge,Likely located in Northern California due to high sediment discharge during rainy months.,2,66.0
Stream Discharge,Likely located in a county where water quality data is recorded by the California Department of Water Resources.,1,21.0
Stream Discharge,"Likely located in a county with documented burns and historical infrastructure projects (e.g., Fresno, Kern).",1,36.0
Stream Discharge,"Likely located in a watershed known for sediment discharge, potentially the Sacramento or San Joaquin River basins.",2,66.0
Stream Discharge,Likely multiple counties due to statewide data collection,1,28.0
Stream Discharge,Likely within California due to data context,1,35.0
Stream Discharge,"Likely within California due to the context, but specific county not determined from data.",1,66.0
Stream Discharge,"Likely within California, exact county inferred from location data",2,75.0
Stream Discharge,"Likely within a major Californian watershed such as the Sacramento or San Joaquin River basin, based on typical discharge measurement locations.",5,40.0
Stream Discharge,Likely within a major watershed in California,1,35.0
Stream Discharge,Lincoln County,11,129.0
Stream Discharge,"Lincoln County, Montana",2,16.0
Stream Discharge,"Lincoln County, Nevada",7,91.0
Stream Discharge,"Lincoln County, New Mexico (actual location outside California)",3,14.0
Stream Discharge,"Lincoln County, Utah",1,47.0
Stream Discharge,"Lincoln County, Wyoming",6,80.0
Stream Discharge,Lincoln and Sublette,1,23.0
Stream Discharge,Lincoln-Sublette County line (location reference),1,23.0
Stream Discharge,Linn County,2,45.0
Stream Discharge,"Linn County, Oregon",8,314.0
Stream Discharge,"Linn County, Oregon (part of Columbia River watershed extends into California)",2,24.0
Stream Discharge,"Litchfield County, Connecticut",1,9.0
Stream Discharge,Llano County,1,23.0
Stream Discharge,Located in California based on the context of document origin.,2,76.0
Stream Discharge,Lorella County (inferred based on location),2,43.0
Stream Discharge,"Lorella is a fictional or mislabeled location, likely referring to an area in Oregon; no direct county can be inferred for California.",1,49.0
Stream Discharge,"Lorella, Oreg.",2,56.0
Stream Discharge,"Lorella, Oregon",2,39.0
Stream Discharge,"Los Alamos County, New Mexico",1,68.0
Stream Discharge,Los Angeles,284,7112.0
Stream Discharge,Los Angeles County,4407,114939.0
Stream Discharge,"Los Angeles County, CA (inferred based on Southern California)",1,33.0
Stream Discharge,"Los Angeles County, California",18,417.0
Stream Discharge,"Los Angeles County, Ventura County",1,32.0
Stream Discharge,Los Angeles and San Bernardino,2,44.0
Stream Discharge,Los Angeles and San Bernardino County line,1,38.0
Stream Discharge,Los Angeles and Ventura,8,320.0
Stream Discharge,Los Angeles and Ventura Counties,13,363.0
Stream Discharge,Los Angeles and Ventura County Line,7,232.0
Stream Discharge,"Los Angeles, Orange, Riverside, San Bernardino",2,57.0
Stream Discharge,"Los Angeles, Ventura",12,362.0
Stream Discharge,Los Angeles- Ventura County Line,12,403.0
Stream Discharge,Los Angeles-San Bernardino County line,4,152.0
Stream Discharge,Los Angeles-VENTURA COUNTY LINE,4,132.0
Stream Discharge,"Los Angeles-VENTURA COUNTY LINE, CALIF.",2,37.0
Stream Discharge,Los Angeles-Ventura County,1,26.0
Stream Discharge,Los Angeles-Ventura County line,6,225.0
Stream Discharge,Louisiana,1,102.0
Stream Discharge,"Lower, North",1,12.0
Stream Discharge,Luis Obispo,1,38.0
Stream Discharge,Lyon County,11,265.0
Stream Discharge,"Lyon County, NV",10,315.0
Stream Discharge,"Lyon County, Nevada",22,378.0
Stream Discharge,"Lyon County, Nevada (but contextually mentioned as part of California studies)",1,28.0
Stream Discharge,"Lyon County, Nevada (nearest to the location)",3,47.0
