ID,PAGE_NUMBER,Inferred_Latitude,Inferred_Longitude,Actual_Latitude,Actual_Longitude,Location,Townships_Ranges_Sections,Watersource_Name,Actual_County,Inferred_County,Dates_of_Recording,Temporal_Resolution,Units_Of_Measurement,Water_Type,KeyTerms,Watersources,Actual_Latitude_Scotia,Actual_Longitude_Scotia,Inferred_Latitude_Scotia,Inferred_Longitude_Scotia,Dates_Of_Recording
1573,278,41.074,-123.753,,,"Staff gage in sec. 18, T. 1 N., R. 1 E., at Wildwood Bridge, half a mile northeast of Scotia","['T. 1 N., R. 1 E., sec. 18']",EEL RIVER AT SCOTIA,Humboldt County,Humboldt County,10/01/1927-09/30/1928,Daily,second-feet,Stream Discharge,"['discharge', 'stream', 'gage', 'measurement']",,,,,,
633,57,,,33.925,-117.5944444,"near Corona, Riverside County",[],Santa Ana River at Auburndale Bridge,Riverside County,,"10/04/1949-12/05/1950, 01/01/1950-12/31/1950",Monthly for 1950 and selected dates from October 1949 to December 1950,Second-feet,Stream Discharge,"['stream discharge', 'irrigation seasons', 'storage in Bear Valley Reservoir', 'imported from Colorado River', 'diversions for irrigation']",,,,,,
1568,100,34.2108,-118.2072,,,"Near center of sec. 32, T. 3 N., R. 13 W. (unsurveyed), at a partly constructed and abandoned dam, 2 miles above mouth of canyon and 4 miles northeast of Sunland, Los Angeles County","['T. 3 N., R. 13 W., sec. 32']",Tujunga Creek near Sunland,Los Angeles County,,10/28/1916-09/30/1925,Daily,"{'Gage_height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge measurements', 'Gage-height recorder', 'stream discharge']",,,,,,
2251,168,,,36.5914,-119.5699,"Near Sanger, California",[],Kings River,Fresno,Fresno,10/21/1895-09/25/1897,Daily,feet,Stream Discharge,"['gage height', 'Kings River', 'near Sanger, Cal.']",,,,,,
1548,186,,,,,"near Lemon Cove, Calif.","['SW 1/4 sec. 2, T. 17 S., R. 28 E.']",Kaweah River at McKay Point,Tulare County,,10/01/1918-09/30/1920,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Monthly discharge', 'Kaweah River']",,,,,,
1548,186,,,,,"Sequoia National Forest, half a mile north of Kaweah","['SW 1/4 sec. 2, T. 17 S., R. 28 E.']",North Fork of Kaweah River at Kaweah,Tulare County,,10/12/1910-09/30/1920,"Yearly records from October 12, 1910 to September 30, 1920","{'Stage': 'feet', 'Discharge': 'second-feet'}",Stream Discharge,"['North Fork of Kaweah River', 'discharge measurements', 'extremes of discharge']",,,,,,
716,512,,,40.5055556,-122.2313889,on right bank 4.2 miles southwest of Millville and 4.3 miles downstream from Little Cow Creek,"['T31N, R3W, NEANW1 sec. 30']",Cow Creek near Millville,Trinity County,,10/01/1949-09/30/1959,Daily,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)', 'Drainage_Area': 'square miles', 'Average_Discharge': 'acre-feet per year'}",Stream Discharge,"['gauge', 'water-stage recorder', 'gage height', 'discharge']",,,,,,
677,180,,,34.581944,-120.409722,"near northern edge of San Julian Grent, on right bank at highway bridge on Jalama Road, just downstream from El Jaro Creek, 5 miles southeast of Lompoc, Santa Barbara County",[],Salsipuedes Creek near Lompoc,Santa Barbara County,,01/01/1941-09/19/1955,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",Stream Discharge,"['Discharge', 'Gage Height', 'Cubic Feet per Second', 'Stream']",,,,,,
56417,364,,,40.1866667,-121.1863889,"Near Prattville, California","['NW&NW14 sec. 22, T.27 N., R.7 E.']",Butt Creek Below Almanor-Butt Creek Tunnel,Plumas County,,"10/01/1936-09/30/1959, 10/01/1964-current year",Daily,"{'Discharge': 'ft3/s (cubic feet per second)', 'Flow': 'acre-ft/yr'}",Stream Discharge,"['stream discharge', 'groundwater', 'tunnel leakage']",,,,,,
489,210,,,37.9667,-119.8833,"near Hetch Hetchy, Calif.","['[T. 1 N., R. 19 E., SW1 sec. 3]']",Eleanor Creek,Tuolumne County,Tuolumne County,10/01/1934-09/30/1935,Daily,second-feet,Stream Discharge,"['water-stage recorder', 'Lake Eleanor Dam', 'Drainage area', 'Records available', 'Average discharge', 'Extremes']",,,,,,
431,170,,,37.316,-121.015,"Near Newman, California in SW. 1/4 sec. 3, T. 7 S., R. 9 E.","['SW. 1/4 sec. 3, T. 7 S., R. 9 E.']",San Joaquin River,Stanislaus County,,10/01/1925-09/30/1926,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['discharge', 'run-off', 'second-feet', 'acre-feet']",,,,,,
3217,323,,,,,"Guerneville, Calif.",[],Russian River at Guerneville,Sonoma County,,1946-12-28/1950-02-05,Yearly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['Discharge', 'Runoff']",,,,,,
3217,323,,,40.309722,-124.256944,"near Petrolia, Calif.","['NE sec. 11, T. 2 S., R. 2 W.']",Mattole River near Petrolia,Humboldt County,,1911-09/1913-12,"{'Monthly': '1912-1913', 'Yearly': '1911-1913'}","{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'thousands of acre-feet'}",Stream Discharge,"['Discharge', 'Runoff', 'Gage']",,,,,,
3217,323,,,39.408333,-122.958333,"near Potter Valley, Calif.","['between secs. 14 and 23, T. 18 N., R. 10 W.']",Lake Pillsbury near Potter Valley,Mendocino County,,1921-12/1950-01,"{'Monthly': '', 'Yearly': '1921-1950'}",{'Contents': 'acre-feet'},Reservoir,"['Lake', 'Dam', 'Storage']",,,,,,
633,178,,,35.865278,-120.991667,"at highway bridge at old town site of Pleyto, 1.1 miles downstream from Copperhead Creek and 15 miles west of Bradley",[],San Antonio River at Pleyto,Monterey County,,October 1949-September 1950,Daily (based on daily discharge measurements),"{'Discharge': 'second-feet', 'Gage_Height': 'feet'}",Stream Discharge,"['discharge', 'stream', 'gage height', 'runoff']",,,,,,
553,120,,,34.064444,-118.586111,"near Topanga Beach, Calif.",,Topanga Creek,Los Angeles County,,10/01/1941-09/30/1942,daily,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['water-stage recorder', 'discharge', 'flow', 'runoff', 'flood control']",,,,,,
70038399,412,,,39.4591666667,-120.6111111111,"NW1NE1 sec.3, T.18 N., R.12 E.","['T.18 N., R.12 E., sec.3']",Milton-Bowman tunnel outlet near Graniteville,,Placer County,"05/1928-09/1930, 02/1931-09/1966",Daily (with monthly summaries),"{'Discharge': 'cubic feet per second (cfs) and acre-feet', 'Latitude_Longitude': 'degrees, minutes, seconds'}",Stream Discharge,"['Milton-Bowman tunnel', 'Middle Yuba River', 'Bowman Lake', 'Parshall flume']",,,,,,
56850,459,,,34.056111,-118.086667,"near Klingerman Street near Montebello, CA",[],ALHAMBRA WASH,Los Angeles County,,10/01/1977-09/30/1978,Daily,cubic feet per second (ft3/s),Stream Discharge,"['Discharge', 'Gage height', 'Flood Control District']",,,,,,
251,14,32.1555,-110.9876,,,Ariz.,[],Dodge-Nevada Canal near Pima,,Pima County,1921-01/01/1921-12/31/1938,Annual,Discharge (cubic feet per second),Stream Discharge,"['Diversions', 'Canal', 'Discharge']",,,,,,
251,14,32.9185,-110.7498,,,Ariz.,[],Duncan Canal near Duncan,,Pinal County,1899-01/01/1899-12/31/1938,Annual,Discharge (cubic feet per second),Stream Discharge,"['Diversions', 'Canal', 'Discharge']",,,,,,
251,14,33.7363,-109.9972,,,Ariz.,[],East Fork White River at Fort Apache,,Apache County,1912-01/01/1912-12/31/1921,Annual,Discharge (cubic feet per second),Stream Discharge,"['River', 'Discharge']",,,,,,
251,14,35.1985,-111.6491,,,Ariz.,[],East Turkey Creek at Paradise,,Coconino County,1919-01/01/1919-12/31/1925,Annual,Discharge (cubic feet per second),Stream Discharge,"['Creek', 'Discharge']",,,,,,
251,14,32.9862,-111.6763,,,Ariz.,[],Florence Canal near Florence,,Pinal County,1898-01/01/1898-12/31/1917,Annual,Discharge (cubic feet per second),Stream Discharge,"['Canal', 'Discharge']",,,,,,
251,14,32.9862,-111.6763,,,Ariz.,[],Florence-Casa Grande Canal near Florence,,Pinal County,1928-01/01/1937-12/31/1938,Annual,Discharge (cubic feet per second),Stream Discharge,"['Canal', 'Discharge']",,,,,,
251,14,32.9185,-110.7498,,,Ariz.,[],Fort Thomas Canal at Ashurst,,Pinal County,1899-01/01/1899-12/31/1931,Annual,Discharge (cubic feet per second),Stream Discharge,"['Canal', 'Discharge']",,,,,,
2850,12,,,38.9576,-122.8261,near Valley and Indian near at Tayee Kono,[],Kelseyville,Lake County,,01/01/1947-12/31/1949,Monthly,feet,Stream Discharge,"['feet', 'altitude']",,,,,,
70038402,449,,,39.0,-121.405556,"Right bank 100 ft downstream from bridge on U.S. Highway 99E, 1 mile southeast of Wheatland.","['T13 N., R5 E., sec.3']",BEAR RIVER NEAR WHEATLAND,Placer County,,10/1928-09/1967,Daily,cubic feet per second (cfs),Stream Discharge,"['BEAR RIVER', 'WATER-STAGE RECORDER', 'GAGE HEIGHT', 'DISCHARGE']",,,,,,
641,369,,,40.0555555556,-122.0208333333,"5 miles upstream from mouth and 5 miles northeast of Los Molinos, Calif.","['N12 sec. 6, T. 25 N., R. 1 W.']",Mill Creek,Tehama County,,10/1928-09/1951,Daily,cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'average discharge', 'extremes', 'maximum discharge', 'minimum discharge']",,,,,,
70038414,84,,,35.9038889,-118.3961111,"on left bank 0.2 mile upstream from junction with Salmon Creek, 5.7 miles east of Fairview, and 10.5 miles north of Kernville, Sequoia National Forest",['T23S R33E sec 26'],Salmon Creek Tributary E,Tulare County,,"07/1961-09/1962, 10/1968-09/1969",Monthly,cubic feet per second (cfs),Stream Discharge,"['Salmon Creek Tributary', 'water-stage recorder', 'sharp-crested 120 V-notch weir']",,,,,,
56416,162,33.804444,-118.203611,33.804444,-118.203611,"Lat 33°48'16"", long 118°12'15"", in Los Cerritos Grant, Los Angeles County, on the Willow Street Bridge, 2.8 miles upstream from mouth in Long Beach.",[],"LOS ANGELES RIVER AT WILLOW STREET BRIDGE, AT LONG BEACH",Los Angeles County,Los Angeles County,02/06/1973-09/19/1973,Varied (specific dates provided),"{'Discharge_CFS': 'Cubic Feet per Second', 'Dissolved_Silica_mg_L': 'Milligrams per Liter', 'Total_Iron_ug_L': 'Micrograms per Liter', 'Dissolved_Iron_ug_L': 'Micrograms per Liter', 'Total_Manganese_ug_L': 'Micrograms per Liter', 'Dissolved_Manganese_ug_L': 'Micrograms per Liter', 'Dissolved_Calcium_mg_L': 'Milligrams per Liter', 'Dissolved_Magnesium_mg_L': 'Milligrams per Liter', 'Dissolved_Sodium_mg_L': 'Milligrams per Liter', 'Dissolved_Potassium_mg_L': 'Milligrams per Liter', 'Bicarbonate_mg_L': 'Milligrams per Liter', 'Carbonate_mg_L': 'Milligrams per Liter', 'Alkalinity_as_CaCO3_mg_L': 'Milligrams as Calcium Carbonate per Liter', 'Dissolved_Sulfate_mg_L': 'Milligrams per Liter', 'Dissolved_Chloride_mg_L': 'Milligrams per Liter', 'Dissolved_Fluoride_mg_L': 'Milligrams per Liter', 'Total_Nitrite_plus_Nitrate_mg_L': 'Milligrams per Liter', 'Total_Kjeldahl_Nitrogen_mg_L': 'Milligrams per Liter', 'Total_Nitrogen_mg_L': 'Milligrams per Liter', 'Total_Nitrogen_as_NO3_mg_L': 'Milligrams per Liter', 'Total_Phosphorus_mg_L': 'Milligrams per Liter', 'Dissolved_Solids_Residue_at_180_C_Mg_L': 'Milligrams per Liter', 'Dissolved_Solids_Sum_of_Constituents_Mg_L': 'Milligrams per Liter', 'Dissolved_Solids_Tons_per_Ac_Ft': '', 'Dissolved_Solids_Tons_per_Day': '', 'Hardness_Ca_Mg_mg_L': 'Milligrams per Liter', 'Percent_Sodium': '', 'Sodium_Adsorption_Ratio': '', 'Specific_Conductance_micro_Mhos': 'Microsiemens per centimeter', 'pH_Units': '', 'Temperature_Deg_C': 'Degrees Celsius', 'Turbidity_JTU': 'Jackson Turbidity Units', 'Carbon_Dioxide_mg_L': 'Milligrams per Liter'}",Stream Discharge,"['stream-quality accounting network station', 'discharge (CFS)', 'dissolved silica', 'iron', 'manganese', 'calcium', 'magnesium', 'sodium', 'potassium', 'bicarbonate', 'carbonate', 'alkalinity', 'sulfate', 'chloride', 'fluoride', 'nitrite', 'nitrate', 'phosphorus']",,,,,,
70038673,456,,,39.825,-123.1402778,"SWI/NE sec. 25, T.23 N., R.12 W.","['T.23 N., R.12 W., sec.25']",Williams Creek Near Covelo,Mendocino County,,10/01/1967-09/30/1968,Daily,cubic feet per second (cfs),Stream Discharge,"['Digital water-stage recorder', 'gage height', 'discharge', 'maximum flow']",,,,,,
604,197,,,37.233333,-121.966667,"Rinconada de Los Gatos Grant, 0.9 mile northeast of railroad station in Los Gatos",[],Los Gatos Creek,Santa Clara County,Santa Clara County,"June 1944-September 1947, January 1930-May 1944",Daily,second-feet,Stream Discharge,"['stream discharge', 'water-stage recorder', 'reservoirs', 'diversions']",,,,,,
56417,200,,,37.9375,-119.7972222,"on left bank 1 mi (2 km) downstream from 'Shaughnessy Dam at Hetch Hetchy, and 2.5 mi (4.0 km) down- stream from Falls Creek.","['T.1 N., R.20 E., sec. 17']",TUOLUMNE RIVER NEAR HETCH HETCHY,Tuolumne County,,10/01/1973-09/30/1974,Daily,"{'Discharge': 'cubic feet per second (ft3/s) and cubic meters per second (m3/s)', 'Flow': 'acre-feet per year (acre-ft/yr) and hectometers cubed per year (hm3/yr)'}",Stream Discharge,"['stream discharge', 'flow regulated', 'Hetch Hetchy Reservoir']",,,,,,
1532,80,34.1139,-117.9075,34.1139,-117.9075,"Near Azusa, California",[],San Gabriel River,Los Angeles County,Los Angeles County,01/01/1916-09/30/1916,Daily and Monthly,Second-feet,Stream Discharge,"['Discharge', 'Sec.-ft.', 'Daily discharge', 'Monthly discharge']",,,,,,
70038401,243,,,34.029167,-118.068611,"on upstream side of right abutment of San Gabriel Boulevard Bridge, 2 miles northeast of Montebello",[],MISSION CREEK NEAR MONTEBELLO,Los Angeles County,Los Angeles County,10/01/1929-09/30/1967,daily,"{'discharge': 'cubic feet per second (cfs)', 'water-stage': 'feet above mean sea level'}",Stream Discharge,"['stream discharge', 'ground-water seepage', 'gauge height', 'cubic feet per second (cfs)']",,,,,,
70038396,109,,,36.45139,-118.7875,"near Three Rivers, Calif.","['NW2 sec.14, T.17 S., R.29 E.']",East Fork Kaweah River,Tulare County,,10/01/1964-09/30/1965,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",Stream Discharge,"['river', 'discharge', 'flow', 'stream']",,,,,,
4536,214,36.5,-119.0,,,"Above Dinkey Creek, California",[],North Fork of Kings River,Tulare County,,10/01/1924-09/30/1924,Daily,Second-feet,Stream Discharge,"['discharge', 'second-feet', 'gage height', 'rating table']",,,,,,
1312,239,,,,,"Bonsall, San Diego County","['10 S., W.4, Sec.35']",Well 10B,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark', 'dug']",,,,,,
1312,239,,,,,"Rey Luis San, San Diego County","['11 S., W.4, Sec.4']",B11,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark', 'dug']",,,,,,
1312,239,,,,,"Pala, San Diego County","['S.9, W.2, Sec.26']",C2,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark', 'drilled']",,,,,,
1312,239,,,,,"Pala, San Diego County","['10, W.3, Sec.20']",C5,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark', 'hole']",,,,,,
1312,239,,,,,"Bonsall, San Diego County","['10 S., W.3, Sec.20']",C6,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark']",,,,,,
1312,239,,,,,"Bonsall, San Diego County","['10 S., W.3, Sec.20']",C7,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark']",,,,,,
1312,239,,,,,"Pala, San Diego County",['grant land'],C9,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark', 'driven']",,,,,,
1312,239,,,,,"Pala, San Diego County","['S.9, W.2, Sec.32']",10C,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark']",,,,,,
1312,239,,,,,"Rincon, San Diego County","['10 S., W.1, Sec.35']",D2,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark', 'drilled']",,,,,,
1312,239,,,,,"Rincon, San Diego County","['10 S., W.1, Sec.35']",D3,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark']",,,,,,
1312,239,,,,,"Rey Luis San, San Diego County","['11 S., W.4, Sec.18']",F3,San Diego County,,,,Feet,Groundwater,"['well', 'bench mark']",,,,,,
70038672,498,40.6265,-123.4333,40.6265,-123.4333,"Northeast of 40°37'35"", La, long 123°26'00"", NW sec 19, T.3 N., R.7 E.","['T.3 N., R.7 E., [NW] sec 19']",Hayfork Creek near Hyampom,Trinity County,Trinity County,08/1953-09/1964,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Cumulative_Annual_Discharge': 'acre-feet'}",Stream Discharge,"['Discharge', 'Stream', 'Hyampom', 'Klamath River Basin']",,,,,,
56403,463,,,33.7418,-117.8666,"Santa Ana, CA",['[Not Provided]'],"SANTA ANA RIVER AT SANTA ANA, CA",,Orange County,10/01/1975-09/30/1976,Monthly,"{'Sieve Diameter': 'MM', '% Finer Than': None, 'Temperature': 'DEG C', 'Discharge': 'CFS', 'Suspended Sediment Concentration': 'MG/L', 'Sediment Discharge': 'T/DAY'}",Stream Discharge,"['SANTA ANA RIVER', 'PARTICLE-SIZE DISTRIBUTION', 'SUSPENDED SEDIMENT']",,,,,,
56403,463,,,33.7418,-117.8666,"Santa Ana, CA",['[Not Provided]'],"SANTA ANA RIVER AT SANTA ANA, CA",,Orange County,10/01/1974-09/30/1975,Monthly,"{'Sieve Diameter': 'MM', '% Finer Than': None}",Surface Bed Material,"['SANTA ANA RIVER', 'PARTICLE-SIZE DISTRIBUTION', 'SURFACE BED MATERIAL']",,,,,,
70038400,121,,,37.497778,-121.081389,"Near Patterson Bridge, 3.3 miles northeast of Patterson, Stanislaus County",[],SAN JOAQUIN RIVER NEAR PATTERSON,Stanislaus County,,10/05/1965-06/09/1966,Weekly to Monthly (between October 1965 and June 1966),"parts per million, tons per acre-foot, tons per day, micro-mhos at 25°C",Stream Discharge,"['Chemical analyses', 'Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Carbonate', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Boron']",,,,,,
4537,176,,,36.2166667,-120.45,"near Coalinga, Calif.","['T. 20 S., R. 14 E., SW1 sec. 4']",Los Gatos Creek,Fresno County,,10/01/1936-09/30/1937,Daily,second-feet,Stream Discharge,"['stream discharge', 'water-stage recorder', 'gage height', 'rating curve']",,,,,,
2245,48,41.5833,-122.1833,,,Northern Pacific basins in California,[],Antelope Creek near Macdoel,,"Siskiyou County, California",09/01/1921-08/31/1922,Monthly,second-feet,Stream Discharge,"['discharge', 'second-feet']",,,,,,
2245,48,41.5833,-122.1833,,,Northern Pacific basins in California,[],Macdoel near Creek Butte,,"Siskiyou County, California",09/01/1921-08/31/1922,Monthly,second-feet,Stream Discharge,"['discharge', 'second-feet']",,,,,,
2245,48,40.7472,-122.1936,,,Northern Pacific basins in California,[],Montague near River Shasta,,"Shasta County, California",09/01/1921-08/31/1922,Monthly,second-feet,Stream Discharge,"['discharge', 'second-feet']",,,,,,
677,348,,,38.2833,-120.65,"on right bank 0.6 mile upstream from mouth, 1.0 mile downstream from Wet Gulch, and 3.2 miles southeast of Mokelumne Hill","['T. 5 N., R. 12 E., SE sec. 16']",Jesus Maria Creek near Mokelumne Hill,Calaveras County,,01/01/1950-09/30/1955,Daily,cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'cubic feet per second', 'discharge measurement']",,,,,,
70038668,482,,,41.8667,-123.0164,"near Salyer, Calif",[],South Fork Trinity River,Siskiyou County,,08/01/1962-09/30/1962,Daily,°F (Fahrenheit),Stream Discharge,"['water temperatures', 'South Fork Trinity River', 'Salyer']",,,,,,
1520,145,36.3167,-118.7833,,,"near Hammond, California","['T. 17 S., R. 28 E., SE. 1/4 sec. 27']",Middle Fork of Kaweah River,Tulare County,Tulare County,07/20/1913-10/16/1914,Daily,"{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge', 'Gage height']",,,,,,
1520,145,36.3492,-119.2264,,,"SE. 1/4 sec. 27, T. 17 S., R. 28 E., at the J. O. Carter ranch, 11 miles southwest of Three Rivers, California","['T. 17 S., R. 28 E., SE. 1/4 sec. 27']","Kaweah River near Three Rivers, Cal.",Tulare County,Tulare County,04/11/1913-09/30/1913,Various dates during the year,"{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge', 'Gage height']",,,,,,
1595,256,41.0,-122.6667,,,"NW1 sec. 32, T. 34 N. R. 3 W., at Silverthorne Ferry, 1 mile southwest of Ydalpom","['T. 34 N. R. 3 W., NW1 sec. 32']",Pit River near Ydalpom,Shasta County,,10/01/1933-09/30/1934,daily,second-feet,Stream Discharge,"['water-stage recorder', 'discharge', 'second-feet']",,,,,,
2252,606,,,34.136364,-117.3012,"near San Bernardino, California",[],Waterman Canyon Creek,San Bernardino County,,11/02/1911-05/28/1912,Daily,"{'Gage Height': 'Feet', 'Discharge': 'Sec.-ft'}",Stream Discharge,"['Gage height', 'Discharge']",,,,,,
